Source,Target,Type,Id,Label,Weight,Edge Color
40,27,Directed,387106,,1,
534,27,Directed,387065,,1,
290,27,Directed,387029,,1,
83,27,Directed,386996,,1,
159,27,Directed,386887,,1,
66,27,Directed,386712,,1,
38,27,Directed,386519,,1,
108,27,Directed,386469,,1,
107,27,Directed,386395,,1,
412,27,Directed,386037,,1,
153,27,Directed,385968,,1,
265,27,Directed,385909,,1,
106,27,Directed,385798,,1,
105,27,Directed,385674,,1,
424,27,Directed,385508,,1,
35,27,Directed,385420,,1,
172,27,Directed,385295,,1,
309,27,Directed,385234,,1,
242,27,Directed,385134,,1,
102,27,Directed,385083,,1,
33,27,Directed,384999,,1,
64,27,Directed,384885,,1,
152,27,Directed,384757,,1,
32,27,Directed,384652,,1,
101,27,Directed,384516,,1,
532,27,Directed,384437,,1,
292,27,Directed,384403,,1,
479,27,Directed,384348,,1,
80,27,Directed,384264,,1,
241,27,Directed,384101,,1,
414,27,Directed,384074,,1,
138,27,Directed,384060,,1,
382,27,Directed,384044,,1,
61,27,Directed,383916,,1,
137,27,Directed,383859,,1,
283,27,Directed,383738,,1,
60,27,Directed,383686,,1,
29,27,Directed,383631,,1,
240,27,Directed,383593,,1,
275,27,Directed,383263,,1,
28,27,Directed,383240,,1,
151,27,Directed,383156,,1,
99,27,Directed,383003,,1,
98,27,Directed,382959,,1,
135,27,Directed,382917,,1,
421,27,Directed,382817,,1,
133,27,Directed,382579,,1,
393,27,Directed,382509,,1,
326,27,Directed,382256,,1,
237,27,Directed,382188,,1,
96,27,Directed,382068,,1,
335,27,Directed,381979,,1,
157,27,Directed,381944,,1,
282,27,Directed,381690,,1,
235,27,Directed,381502,,1,
79,27,Directed,381415,,1,
258,27,Directed,381129,,1,
59,27,Directed,381023,,1,
149,27,Directed,380703,,1,
95,27,Directed,380593,,1,
89,27,Directed,380575,,1,
58,27,Directed,380526,,1,
28,446,Directed,383257,,1,
28,117,Directed,383256,,1,
28,76,Directed,383254,,1,
28,94,Directed,383253,,1,
28,167,Directed,383252,,1,
28,40,Directed,383249,,1,
28,83,Directed,383248,,1,
28,108,Directed,383246,,1,
28,107,Directed,383245,,1,
28,310,Directed,383244,,1,
28,187,Directed,383242,,1,
28,97,Directed,383238,,1,
28,131,Directed,383237,,1,
28,184,Directed,383236,,1,
28,281,Directed,383234,,1,
28,89,Directed,383231,,1,
787,28,Directed,397375,,1,
76,28,Directed,389450,,1,
579,28,Directed,388204,,1,
269,28,Directed,387769,,1,
67,28,Directed,387402,,1,
344,28,Directed,386815,,1,
107,28,Directed,386398,,1,
106,28,Directed,385802,,1,
187,28,Directed,385170,,1,
407,28,Directed,384309,,1,
521,28,Directed,384248,,1,
520,28,Directed,384237,,1,
281,28,Directed,381597,,1,
29,55,Directed,383670,,1,
29,474,Directed,383669,,1,
29,50,Directed,383668,,1,
29,76,Directed,383667,,1,
29,94,Directed,383666,,1,
29,112,Directed,383665,,1,
29,49,Directed,383664,,1,
29,473,Directed,383663,,1,
29,47,Directed,383661,,1,
29,72,Directed,383657,,1,
29,46,Directed,383656,,1,
29,71,Directed,383654,,1,
29,68,Directed,383653,,1,
29,45,Directed,383652,,1,
29,40,Directed,383651,,1,
29,83,Directed,383650,,1,
29,310,Directed,383648,,1,
29,36,Directed,383646,,1,
29,35,Directed,383644,,1,
29,472,Directed,383643,,1,
29,103,Directed,383642,,1,
29,34,Directed,383641,,1,
29,33,Directed,383640,,1,
29,64,Directed,383639,,1,
29,471,Directed,383637,,1,
29,80,Directed,383636,,1,
29,63,Directed,383635,,1,
29,75,Directed,383633,,1,
29,99,Directed,383632,,1,
29,97,Directed,383627,,1,
29,184,Directed,383626,,1,
29,79,Directed,383624,,1,
29,130,Directed,383623,,1,
29,212,Directed,383621,,1,
71,29,Directed,387930,,1,
471,29,Directed,384379,,1,
31,540,Directed,384462,,1,
31,539,Directed,384461,,1,
31,538,Directed,384460,,1,
31,537,Directed,384459,,1,
31,536,Directed,384458,,1,
31,535,Directed,384457,,1,
31,303,Directed,384456,,1,
31,370,Directed,384455,,1,
31,51,Directed,384454,,1,
31,94,Directed,384453,,1,
31,534,Directed,384451,,1,
31,310,Directed,384450,,1,
31,533,Directed,384448,,1,
31,32,Directed,384447,,1,
31,80,Directed,384445,,1,
31,98,Directed,384444,,1,
31,133,Directed,384443,,1,
965,31,Directed,392877,,1,
535,31,Directed,392622,,1,
578,31,Directed,387444,,1,
533,31,Directed,385404,,1,
309,31,Directed,385241,,1,
32,51,Directed,384735,,1,
32,50,Directed,384734,,1,
32,94,Directed,384733,,1,
32,266,Directed,384732,,1,
32,112,Directed,384731,,1,
32,211,Directed,384730,,1,
32,167,Directed,384729,,1,
32,49,Directed,384728,,1,
32,166,Directed,384727,,1,
32,111,Directed,384726,,1,
32,173,Directed,384725,,1,
32,48,Directed,384724,,1,
32,347,Directed,384722,,1,
32,47,Directed,384721,,1,
32,144,Directed,384717,,1,
32,249,Directed,384716,,1,
32,72,Directed,384715,,1,
32,46,Directed,384714,,1,
32,248,Directed,384713,,1,
32,69,Directed,384711,,1,
32,154,Directed,384710,,1,
32,110,Directed,384709,,1,
32,68,Directed,384708,,1,
32,109,Directed,384707,,1,
32,44,Directed,384706,,1,
32,43,Directed,384705,,1,
32,42,Directed,384704,,1,
32,322,Directed,384703,,1,
32,562,Directed,384702,,1,
32,40,Directed,384701,,1,
32,39,Directed,384700,,1,
32,83,Directed,384699,,1,
32,245,Directed,384698,,1,
32,504,Directed,384695,,1,
32,38,Directed,384694,,1,
32,108,Directed,384693,,1,
32,107,Directed,384692,,1,
32,244,Directed,384691,,1,
32,93,Directed,384689,,1,
32,82,Directed,384688,,1,
32,243,Directed,384687,,1,
32,81,Directed,384686,,1,
32,106,Directed,384685,,1,
32,105,Directed,384684,,1,
32,104,Directed,384682,,1,
32,207,Directed,384680,,1,
32,103,Directed,384679,,1,
32,187,Directed,384678,,1,
32,284,Directed,384677,,1,
32,102,Directed,384676,,1,
32,34,Directed,384675,,1,
32,33,Directed,384674,,1,
32,152,Directed,384673,,1,
32,205,Directed,384672,,1,
32,548,Directed,384671,,1,
32,101,Directed,384670,,1,
32,195,Directed,384669,,1,
32,383,Directed,384668,,1,
32,80,Directed,384666,,1,
32,91,Directed,384665,,1,
32,241,Directed,384664,,1,
32,414,Directed,384663,,1,
32,138,Directed,384662,,1,
32,276,Directed,384661,,1,
32,240,Directed,384658,,1,
32,75,Directed,384657,,1,
32,275,Directed,384656,,1,
32,151,Directed,384655,,1,
32,99,Directed,384654,,1,
32,98,Directed,384653,,1,
32,186,Directed,384650,,1,
32,200,Directed,384649,,1,
32,134,Directed,384648,,1,
32,90,Directed,384644,,1,
32,131,Directed,384641,,1,
32,184,Directed,384640,,1,
32,325,Directed,384639,,1,
32,213,Directed,384637,,1,
32,320,Directed,384636,,1,
32,235,Directed,384635,,1,
32,130,Directed,384634,,1,
32,263,Directed,384632,,1,
32,59,Directed,384631,,1,
32,212,Directed,384628,,1,
32,150,Directed,384627,,1,
32,149,Directed,384623,,1,
32,95,Directed,384622,,1,
32,89,Directed,384621,,1,
753,32,Directed,397690,,1,
50,32,Directed,389528,,1,
623,32,Directed,389497,,1,
57,32,Directed,389417,,1,
147,32,Directed,389400,,1,
112,32,Directed,389255,,1,
146,32,Directed,389141,,1,
145,32,Directed,389078,,1,
167,32,Directed,389029,,1,
111,32,Directed,388899,,1,
173,32,Directed,388850,,1,
285,32,Directed,388585,,1,
579,32,Directed,388213,,1,
182,32,Directed,388115,,1,
248,32,Directed,388048,,1,
209,32,Directed,387790,,1,
433,32,Directed,387667,,1,
110,32,Directed,387661,,1,
68,32,Directed,387604,,1,
109,32,Directed,387517,,1,
578,32,Directed,387450,,1,
44,32,Directed,387364,,1,
41,32,Directed,387291,,1,
277,32,Directed,387169,,1,
40,32,Directed,387112,,1,
290,32,Directed,387034,,1,
159,32,Directed,386897,,1,
595,32,Directed,386859,,1,
344,32,Directed,386817,,1,
66,32,Directed,386738,,1,
504,32,Directed,386602,,1,
38,32,Directed,386524,,1,
107,32,Directed,386407,,1,
244,32,Directed,386326,,1,
82,32,Directed,386098,,1,
265,32,Directed,385915,,1,
106,32,Directed,385808,,1,
105,32,Directed,385704,,1,
104,32,Directed,385556,,1,
207,32,Directed,385455,,1,
35,32,Directed,385425,,1,
172,32,Directed,385305,,1,
309,32,Directed,385244,,1,
187,32,Directed,385173,,1,
33,32,Directed,385006,,1,
64,32,Directed,384900,,1,
548,32,Directed,384563,,1,
101,32,Directed,384520,,1,
292,32,Directed,384408,,1,
407,32,Directed,384311,,1,
508,32,Directed,384151,,1,
241,32,Directed,384110,,1,
414,32,Directed,384077,,1,
138,32,Directed,384062,,1,
276,32,Directed,383978,,1,
466,32,Directed,383969,,1,
137,32,Directed,383873,,1,
60,32,Directed,383695,,1,
75,32,Directed,383324,,1,
261,32,Directed,383299,,1,
275,32,Directed,383266,,1,
151,32,Directed,383168,,1,
99,32,Directed,383011,,1,
135,32,Directed,382923,,1,
201,32,Directed,382720,,1,
134,32,Directed,382638,,1,
378,32,Directed,382329,,1,
260,32,Directed,382306,,1,
326,32,Directed,382259,,1,
96,32,Directed,382080,,1,
335,32,Directed,381982,,1,
157,32,Directed,381947,,1,
325,32,Directed,381886,,1,
289,32,Directed,381845,,1,
281,32,Directed,381600,,1,
235,32,Directed,381515,,1,
79,32,Directed,381428,,1,
258,32,Directed,381137,,1,
254,32,Directed,381105,,1,
59,32,Directed,381036,,1,
33,51,Directed,385027,,1,
33,94,Directed,385026,,1,
33,211,Directed,385025,,1,
33,167,Directed,385024,,1,
33,217,Directed,385022,,1,
33,72,Directed,385019,,1,
33,46,Directed,385018,,1,
33,70,Directed,385017,,1,
33,42,Directed,385016,,1,
33,40,Directed,385015,,1,
33,108,Directed,385014,,1,
33,244,Directed,385013,,1,
33,265,Directed,385012,,1,
33,243,Directed,385011,,1,
33,35,Directed,385009,,1,
33,103,Directed,385008,,1,
33,242,Directed,385007,,1,
33,80,Directed,385004,,1,
33,91,Directed,385003,,1,
33,158,Directed,385002,,1,
33,151,Directed,385001,,1,
33,99,Directed,385000,,1,
33,200,Directed,384998,,1,
33,184,Directed,384995,,1,
33,165,Directed,384993,,1,
33,235,Directed,384992,,1,
33,79,Directed,384991,,1,
33,130,Directed,384990,,1,
1109,33,Directed,399282,,1,
766,33,Directed,389736,,1,
146,33,Directed,389142,,1,
71,33,Directed,387940,,1,
193,33,Directed,387735,,1,
68,33,Directed,387607,,1,
578,33,Directed,387454,,1,
40,33,Directed,387113,,1,
159,33,Directed,386902,,1,
107,33,Directed,386408,,1,
244,33,Directed,386328,,1,
412,33,Directed,386045,,1,
265,33,Directed,385917,,1,
141,33,Directed,385604,,1,
309,33,Directed,385245,,1,
242,33,Directed,385140,,1,
64,33,Directed,384904,,1,
548,33,Directed,384564,,1,
479,33,Directed,384354,,1,
63,33,Directed,384009,,1,
61,33,Directed,383925,,1,
238,33,Directed,383544,,1,
151,33,Directed,383171,,1,
171,33,Directed,383085,,1,
200,33,Directed,382682,,1,
326,33,Directed,382260,,1,
237,33,Directed,382194,,1,
157,33,Directed,381948,,1,
325,33,Directed,381887,,1,
59,33,Directed,381039,,1,
128,33,Directed,380672,,1,
34,49,Directed,385051,,1,
34,186,Directed,385048,,1,
34,129,Directed,385045,,1,
46,34,Directed,388334,,1,
579,34,Directed,388217,,1,
193,34,Directed,387736,,1,
66,34,Directed,386742,,1,
215,34,Directed,386649,,1,
334,34,Directed,386577,,1,
244,34,Directed,386329,,1,
137,34,Directed,383875,,1,
238,34,Directed,383545,,1,
151,34,Directed,383172,,1,
405,34,Directed,382656,,1,
325,34,Directed,381888,,1,
128,34,Directed,380673,,1,
35,118,Directed,385449,,1,
35,51,Directed,385447,,1,
35,50,Directed,385446,,1,
35,76,Directed,385445,,1,
35,94,Directed,385444,,1,
35,49,Directed,385443,,1,
35,48,Directed,385442,,1,
35,47,Directed,385441,,1,
35,182,Directed,385438,,1,
35,69,Directed,385437,,1,
35,110,Directed,385436,,1,
35,44,Directed,385435,,1,
35,42,Directed,385434,,1,
35,83,Directed,385433,,1,
35,108,Directed,385432,,1,
35,106,Directed,385430,,1,
35,104,Directed,385429,,1,
35,172,Directed,385428,,1,
35,103,Directed,385427,,1,
35,64,Directed,385426,,1,
35,101,Directed,385424,,1,
35,75,Directed,385422,,1,
35,99,Directed,385421,,1,
35,97,Directed,385417,,1,
35,130,Directed,385415,,1,
675,35,Directed,394870,,1,
909,35,Directed,392448,,1,
76,35,Directed,389452,,1,
346,35,Directed,388367,,1,
324,35,Directed,388306,,1,
182,35,Directed,388121,,1,
188,35,Directed,387998,,1,
70,35,Directed,387840,,1,
41,35,Directed,387293,,1,
107,35,Directed,386414,,1,
142,35,Directed,386259,,1,
413,35,Directed,386199,,1,
82,35,Directed,386099,,1,
412,35,Directed,386049,,1,
141,35,Directed,385606,,1,
424,35,Directed,385511,,1,
172,35,Directed,385309,,1,
548,35,Directed,384565,,1,
101,35,Directed,384523,,1,
383,35,Directed,384471,,1,
479,35,Directed,384358,,1,
491,35,Directed,384258,,1,
508,35,Directed,384153,,1,
406,35,Directed,383795,,1,
410,35,Directed,383764,,1,
60,35,Directed,383698,,1,
260,35,Directed,382307,,1,
335,35,Directed,381983,,1,
157,35,Directed,381950,,1,
282,35,Directed,381701,,1,
252,35,Directed,381093,,1,
36,83,Directed,385586,,1,
36,79,Directed,385584,,1,
675,36,Directed,394873,,1,
50,36,Directed,389537,,1,
287,36,Directed,389475,,1,
266,36,Directed,389291,,1,
579,36,Directed,388225,,1,
182,36,Directed,388123,,1,
71,36,Directed,387944,,1,
578,36,Directed,387459,,1,
626,36,Directed,387320,,1,
41,36,Directed,387294,,1,
247,36,Directed,387256,,1,
66,36,Directed,386751,,1,
107,36,Directed,386417,,1,
294,36,Directed,386290,,1,
265,36,Directed,385922,,1,
105,36,Directed,385720,,1,
207,36,Directed,385456,,1,
233,36,Directed,384778,,1,
241,36,Directed,384118,,1,
98,36,Directed,382968,,1,
133,36,Directed,382584,,1,
96,36,Directed,382087,,1,
157,36,Directed,381952,,1,
282,36,Directed,381702,,1,
79,36,Directed,381433,,1,
264,36,Directed,381171,,1,
37,126,Directed,386187,,1,
37,222,Directed,386186,,1,
37,125,Directed,386185,,1,
37,631,Directed,386184,,1,
37,584,Directed,386182,,1,
37,353,Directed,386181,,1,
37,168,Directed,386179,,1,
37,121,Directed,386178,,1,
37,120,Directed,386177,,1,
37,84,Directed,386174,,1,
37,118,Directed,386173,,1,
37,148,Directed,386172,,1,
37,220,Directed,386171,,1,
37,379,Directed,386170,,1,
37,349,Directed,386169,,1,
37,451,Directed,386168,,1,
37,219,Directed,386167,,1,
37,630,Directed,386166,,1,
37,629,Directed,386164,,1,
37,51,Directed,386163,,1,
37,76,Directed,386162,,1,
37,94,Directed,386161,,1,
37,166,Directed,386160,,1,
37,68,Directed,386156,,1,
37,43,Directed,386155,,1,
37,534,Directed,386154,,1,
37,83,Directed,386153,,1,
37,108,Directed,386152,,1,
37,412,Directed,386151,,1,
37,153,Directed,386150,,1,
37,172,Directed,386149,,1,
37,103,Directed,386148,,1,
37,102,Directed,386147,,1,
37,214,Directed,386146,,1,
37,101,Directed,386145,,1,
37,91,Directed,386143,,1,
37,158,Directed,386142,,1,
37,151,Directed,386141,,1,
37,99,Directed,386140,,1,
37,98,Directed,386139,,1,
37,135,Directed,386138,,1,
37,90,Directed,386136,,1,
37,78,Directed,386133,,1,
631,37,Directed,398217,,1,
160,37,Directed,396330,,1,
120,37,Directed,395101,,1,
675,37,Directed,394878,,1,
861,37,Directed,390192,,1,
94,37,Directed,389328,,1,
48,37,Directed,388794,,1,
68,37,Directed,387612,,1,
432,37,Directed,387565,,1,
578,37,Directed,387463,,1,
159,37,Directed,386917,,1,
412,37,Directed,386055,,1,
172,37,Directed,385315,,1,
102,37,Directed,385094,,1,
64,37,Directed,384919,,1,
158,37,Directed,383398,,1,
151,37,Directed,383182,,1,
135,37,Directed,382927,,1,
90,37,Directed,382477,,1,
78,37,Directed,380557,,1,
38,86,Directed,386540,,1,
38,50,Directed,386539,,1,
38,112,Directed,386538,,1,
38,48,Directed,386537,,1,
38,154,Directed,386534,,1,
38,68,Directed,386532,,1,
38,109,Directed,386531,,1,
38,43,Directed,386530,,1,
38,42,Directed,386529,,1,
38,41,Directed,386528,,1,
38,40,Directed,386527,,1,
38,153,Directed,386526,,1,
38,172,Directed,386525,,1,
38,158,Directed,386523,,1,
38,151,Directed,386522,,1,
38,171,Directed,386521,,1,
38,99,Directed,386520,,1,
38,96,Directed,386516,,1,
38,165,Directed,386515,,1,
38,79,Directed,386514,,1,
38,212,Directed,386511,,1,
38,150,Directed,386510,,1,
437,38,Directed,399299,,1,
624,38,Directed,389599,,1,
50,38,Directed,389543,,1,
175,38,Directed,389232,,1,
385,38,Directed,389121,,1,
173,38,Directed,388859,,1,
48,38,Directed,388797,,1,
416,38,Directed,388704,,1,
285,38,Directed,388590,,1,
579,38,Directed,388236,,1,
182,38,Directed,388132,,1,
248,38,Directed,388059,,1,
650,38,Directed,387985,,1,
70,38,Directed,387842,,1,
154,38,Directed,387680,,1,
68,38,Directed,387614,,1,
109,38,Directed,387527,,1,
578,38,Directed,387467,,1,
41,38,Directed,387297,,1,
247,38,Directed,387259,,1,
40,38,Directed,387122,,1,
290,38,Directed,387040,,1,
66,38,Directed,386764,,1,
504,38,Directed,386605,,1,
412,38,Directed,386059,,1,
153,38,Directed,385986,,1,
105,38,Directed,385729,,1,
172,38,Directed,385319,,1,
242,38,Directed,385148,,1,
233,38,Directed,384781,,1,
292,38,Directed,384415,,1,
411,38,Directed,384332,,1,
241,38,Directed,384123,,1,
60,38,Directed,383700,,1,
238,38,Directed,383553,,1,
158,38,Directed,383400,,1,
151,38,Directed,383188,,1,
99,38,Directed,383025,,1,
135,38,Directed,382931,,1,
399,38,Directed,382622,,1,
326,38,Directed,382262,,1,
237,38,Directed,382198,,1,
96,38,Directed,382096,,1,
325,38,Directed,381898,,1,
318,38,Directed,381719,,1,
282,38,Directed,381705,,1,
165,38,Directed,381663,,1,
79,38,Directed,381442,,1,
258,38,Directed,381148,,1,
59,38,Directed,381054,,1,
128,38,Directed,380679,,1,
95,38,Directed,380612,,1,
39,183,Directed,387095,,1,
39,43,Directed,387094,,1,
148,39,Directed,393419,,1,
579,39,Directed,388239,,1,
68,39,Directed,387619,,1,
578,39,Directed,387474,,1,
43,39,Directed,387344,,1,
105,39,Directed,385735,,1,
533,39,Directed,385405,,1,
600,39,Directed,385380,,1,
233,39,Directed,384782,,1,
461,39,Directed,383498,,1,
151,39,Directed,383191,,1,
133,39,Directed,382587,,1,
288,39,Directed,381479,,1,
79,39,Directed,381445,,1,
199,39,Directed,381113,,1,
223,39,Directed,380981,,1,
128,39,Directed,380681,,1,
40,120,Directed,387140,,1,
40,224,Directed,387139,,1,
40,667,Directed,387138,,1,
40,451,Directed,387137,,1,
40,474,Directed,387136,,1,
40,50,Directed,387135,,1,
40,112,Directed,387134,,1,
40,167,Directed,387133,,1,
40,111,Directed,387132,,1,
40,72,Directed,387128,,1,
40,182,Directed,387127,,1,
40,666,Directed,387126,,1,
40,110,Directed,387125,,1,
40,68,Directed,387124,,1,
40,83,Directed,387123,,1,
40,107,Directed,387121,,1,
40,153,Directed,387120,,1,
40,243,Directed,387119,,1,
40,104,Directed,387118,,1,
40,172,Directed,387116,,1,
40,102,Directed,387115,,1,
40,65,Directed,387114,,1,
40,63,Directed,387110,,1,
40,238,Directed,387109,,1,
40,158,Directed,387108,,1,
40,99,Directed,387107,,1,
40,90,Directed,387104,,1,
40,184,Directed,387101,,1,
40,213,Directed,387100,,1,
40,165,Directed,387099,,1,
40,59,Directed,387097,,1,
40,212,Directed,387096,,1,
652,40,Directed,393776,,1,
605,40,Directed,392261,,1,
50,40,Directed,389548,,1,
287,40,Directed,389477,,1,
147,40,Directed,389404,,1,
94,40,Directed,389335,,1,
145,40,Directed,389093,,1,
111,40,Directed,388911,,1,
285,40,Directed,388592,,1,
324,40,Directed,388311,,1,
579,40,Directed,388240,,1,
182,40,Directed,388134,,1,
248,40,Directed,388064,,1,
71,40,Directed,387953,,1,
70,40,Directed,387843,,1,
69,40,Directed,387824,,1,
666,40,Directed,387813,,1,
209,40,Directed,387795,,1,
154,40,Directed,387681,,1,
68,40,Directed,387620,,1,
109,40,Directed,387530,,1,
42,40,Directed,387336,,1,
41,40,Directed,387299,,1,
337,40,Directed,387218,,1,
492,40,Directed,387145,,1,
159,40,Directed,386926,,1,
66,40,Directed,386769,,1,
108,40,Directed,386488,,1,
107,40,Directed,386426,,1,
244,40,Directed,386336,,1,
294,40,Directed,386296,,1,
413,40,Directed,386205,,1,
82,40,Directed,386108,,1,
153,40,Directed,385989,,1,
265,40,Directed,385928,,1,
243,40,Directed,385886,,1,
106,40,Directed,385824,,1,
415,40,Directed,385628,,1,
141,40,Directed,385610,,1,
207,40,Directed,385457,,1,
172,40,Directed,385321,,1,
103,40,Directed,385193,,1,
102,40,Directed,385097,,1,
64,40,Directed,384930,,1,
233,40,Directed,384783,,1,
101,40,Directed,384532,,1,
479,40,Directed,384366,,1,
100,40,Directed,384300,,1,
521,40,Directed,384252,,1,
520,40,Directed,384241,,1,
241,40,Directed,384125,,1,
63,40,Directed,384015,,1,
410,40,Directed,383767,,1,
238,40,Directed,383556,,1,
158,40,Directed,383403,,1,
275,40,Directed,383274,,1,
151,40,Directed,383192,,1,
171,40,Directed,383101,,1,
99,40,Directed,383027,,1,
98,40,Directed,382971,,1,
405,40,Directed,382661,,1,
326,40,Directed,382263,,1,
96,40,Directed,382099,,1,
325,40,Directed,381901,,1,
282,40,Directed,381706,,1,
165,40,Directed,381664,,1,
281,40,Directed,381610,,1,
235,40,Directed,381536,,1,
79,40,Directed,381446,,1,
258,40,Directed,381152,,1,
59,40,Directed,381061,,1,
149,40,Directed,380710,,1,
128,40,Directed,380682,,1,
95,40,Directed,380614,,1,
41,55,Directed,387317,,1,
41,121,Directed,387315,,1,
41,76,Directed,387314,,1,
41,94,Directed,387313,,1,
41,211,Directed,387312,,1,
41,48,Directed,387311,,1,
41,72,Directed,387308,,1,
41,46,Directed,387307,,1,
41,193,Directed,387306,,1,
41,154,Directed,387305,,1,
41,433,Directed,387304,,1,
41,43,Directed,387303,,1,
41,42,Directed,387302,,1,
41,626,Directed,387301,,1,
41,247,Directed,387300,,1,
41,83,Directed,387298,,1,
41,108,Directed,387296,,1,
41,102,Directed,387292,,1,
41,292,Directed,387290,,1,
41,80,Directed,387288,,1,
41,99,Directed,387287,,1,
41,186,Directed,387285,,1,
41,393,Directed,387282,,1,
41,90,Directed,387281,,1,
41,96,Directed,387279,,1,
41,79,Directed,387278,,1,
41,89,Directed,387275,,1,
145,41,Directed,389094,,1,
249,41,Directed,388415,,1,
579,41,Directed,388241,,1,
248,41,Directed,388065,,1,
71,41,Directed,387955,,1,
432,41,Directed,387567,,1,
626,41,Directed,387323,,1,
247,41,Directed,387261,,1,
159,41,Directed,386928,,1,
66,41,Directed,386771,,1,
334,41,Directed,386582,,1,
153,41,Directed,385991,,1,
265,41,Directed,385929,,1,
64,41,Directed,384932,,1,
99,41,Directed,383029,,1,
393,41,Directed,382517,,1,
237,41,Directed,382201,,1,
96,41,Directed,382100,,1,
157,41,Directed,381956,,1,
169,41,Directed,380792,,1,
128,41,Directed,380683,,1,
42,121,Directed,387341,,1,
42,112,Directed,387340,,1,
42,48,Directed,387339,,1,
42,432,Directed,387337,,1,
42,159,Directed,387335,,1,
42,265,Directed,387334,,1,
42,165,Directed,387331,,1,
123,42,Directed,397282,,1,
624,42,Directed,389601,,1,
50,42,Directed,389549,,1,
623,42,Directed,389501,,1,
76,42,Directed,389455,,1,
94,42,Directed,389336,,1,
112,42,Directed,389268,,1,
146,42,Directed,389150,,1,
145,42,Directed,389095,,1,
111,42,Directed,388912,,1,
173,42,Directed,388863,,1,
346,42,Directed,388372,,1,
324,42,Directed,388312,,1,
579,42,Directed,388242,,1,
248,42,Directed,388066,,1,
71,42,Directed,387956,,1,
193,42,Directed,387747,,1,
154,42,Directed,387682,,1,
432,42,Directed,387568,,1,
109,42,Directed,387531,,1,
44,42,Directed,387377,,1,
337,42,Directed,387220,,1,
159,42,Directed,386929,,1,
66,42,Directed,386772,,1,
504,42,Directed,386606,,1,
108,42,Directed,386489,,1,
107,42,Directed,386427,,1,
244,42,Directed,386337,,1,
82,42,Directed,386109,,1,
265,42,Directed,385930,,1,
243,42,Directed,385887,,1,
81,42,Directed,385863,,1,
106,42,Directed,385825,,1,
105,42,Directed,385740,,1,
104,42,Directed,385561,,1,
424,42,Directed,385514,,1,
172,42,Directed,385322,,1,
102,42,Directed,385098,,1,
64,42,Directed,384933,,1,
152,42,Directed,384760,,1,
557,42,Directed,384615,,1,
101,42,Directed,384533,,1,
382,42,Directed,384048,,1,
203,42,Directed,383958,,1,
461,42,Directed,383499,,1,
275,42,Directed,383275,,1,
151,42,Directed,383193,,1,
171,42,Directed,383102,,1,
99,42,Directed,383030,,1,
200,42,Directed,382694,,1,
96,42,Directed,382101,,1,
165,42,Directed,381665,,1,
235,42,Directed,381537,,1,
79,42,Directed,381448,,1,
258,42,Directed,381153,,1,
150,42,Directed,380965,,1,
149,42,Directed,380711,,1,
95,42,Directed,380615,,1,
43,133,Directed,387342,,1,
332,43,Directed,396324,,1,
1094,43,Directed,393665,,1,
148,43,Directed,393420,,1,
624,43,Directed,389602,,1,
112,43,Directed,389269,,1,
175,43,Directed,389233,,1,
385,43,Directed,389123,,1,
145,43,Directed,389096,,1,
596,43,Directed,389043,,1,
46,43,Directed,388337,,1,
324,43,Directed,388313,,1,
579,43,Directed,388243,,1,
70,43,Directed,387844,,1,
209,43,Directed,387796,,1,
68,43,Directed,387622,,1,
290,43,Directed,387041,,1,
215,43,Directed,386657,,1,
107,43,Directed,386428,,1,
310,43,Directed,386356,,1,
244,43,Directed,386338,,1,
294,43,Directed,386297,,1,
413,43,Directed,386206,,1,
106,43,Directed,385826,,1,
424,43,Directed,385515,,1,
533,43,Directed,385406,,1,
572,43,Directed,384827,,1,
233,43,Directed,384784,,1,
140,43,Directed,384581,,1,
101,43,Directed,384534,,1,
541,43,Directed,384479,,1,
204,43,Directed,384296,,1,
461,43,Directed,383500,,1,
151,43,Directed,383194,,1,
171,43,Directed,383103,,1,
201,43,Directed,382726,,1,
399,43,Directed,382623,,1,
133,43,Directed,382588,,1,
97,43,Directed,382139,,1,
96,43,Directed,382102,,1,
325,43,Directed,381903,,1,
79,43,Directed,381449,,1,
199,43,Directed,381114,,1,
223,43,Directed,380982,,1,
128,43,Directed,380684,,1,
87,43,Directed,380568,,1,
58,43,Directed,380534,,1,
44,519,Directed,387394,,1,
44,51,Directed,387393,,1,
44,50,Directed,387392,,1,
44,94,Directed,387391,,1,
44,266,Directed,387390,,1,
44,112,Directed,387389,,1,
44,49,Directed,387388,,1,
44,111,Directed,387387,,1,
44,48,Directed,387386,,1,
44,47,Directed,387384,,1,
44,72,Directed,387380,,1,
44,46,Directed,387379,,1,
44,83,Directed,387376,,1,
44,108,Directed,387375,,1,
44,244,Directed,387374,,1,
44,93,Directed,387372,,1,
44,81,Directed,387371,,1,
44,106,Directed,387370,,1,
44,104,Directed,387369,,1,
44,172,Directed,387367,,1,
44,103,Directed,387366,,1,
44,102,Directed,387365,,1,
44,101,Directed,387363,,1,
44,80,Directed,387361,,1,
44,91,Directed,387360,,1,
44,99,Directed,387358,,1,
44,90,Directed,387354,,1,
44,96,Directed,387352,,1,
44,184,Directed,387351,,1,
44,79,Directed,387348,,1,
44,150,Directed,387346,,1,
44,89,Directed,387345,,1,
519,44,Directed,398773,,1,
